"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032432","GO:0032432","actin filament bundle","1/29","67/19659",0.0943248913688002,0.276889197243897,0.217796014026432,"TEK",1
"GO:0042641","GO:0042641","actomyosin","1/29","71/19659",0.0996757126787098,0.283452807930081,0.222958830991851,"TEK",1
"GO:0099056","GO:0099056","integral component of presynaptic membrane","1/29","75/19659",0.104996004675959,0.289534437136736,0.227742530078636,"GPM6A",1
"GO:0005902","GO:0005902","microvillus","1/29","83/19659",0.115545671839891,0.295068468279884,0.232095498473478,"TEK",1
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","1/29","84/19659",0.116855907614137,0.295068468279884,0.232095498473478,"GPM6A",1
"GO:0032587","GO:0032587","ruffle membrane","1/29","91/19659",0.125975226198396,0.295068468279884,0.232095498473478,"TESC",1
"GO:0035578","GO:0035578","azurophil granule lumen","1/29","91/19659",0.125975226198396,0.295068468279884,0.232095498473478,"DEFA3",1
"GO:0097060","GO:0097060","synaptic membrane","2/29","431/19659",0.132336906995297,0.295068468279884,0.232095498473478,"STX11/GPM6A",2
"GO:0005884","GO:0005884","actin filament","1/29","99/19659",0.136285986987198,0.295068468279884,0.232095498473478,"TEK",1
"GO:0030175","GO:0030175","filopodium","1/29","100/19659",0.137566544572953,0.295068468279884,0.232095498473478,"GPM6A",1
"GO:0030672","GO:0030672","synaptic vesicle membrane","1/29","102/19659",0.140122162666996,0.295068468279884,0.232095498473478,"RAB26",1
"GO:0099501","GO:0099501","exocytic vesicle membrane","1/29","102/19659",0.140122162666996,0.295068468279884,0.232095498473478,"RAB26",1
"GO:0005796","GO:0005796","Golgi lumen","1/29","103/19659",0.141397228233425,0.295068468279884,0.232095498473478,"DEFA3",1
"GO:0000777","GO:0000777","condensed chromosome kinetochore","1/29","104/19659",0.142670468179285,0.295068468279884,0.232095498473478,"ERCC6L",1
"GO:0000779","GO:0000779","condensed chromosome, centromeric region","1/29","117/19659",0.159057598347604,0.321649809991822,0.253003899126014,"ERCC6L",1
"GO:0000776","GO:0000776","kinetochore","1/29","133/19659",0.178811507351049,0.346209514232883,0.272322116458485,"ERCC6L",1
"GO:0005814","GO:0005814","centriole","1/29","133/19659",0.178811507351049,0.346209514232883,0.272322116458485,"TOP2A",1
"GO:0099699","GO:0099699","integral component of synaptic membrane","1/29","154/19659",0.204059609778379,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0005766","GO:0005766","primary lysosome","1/29","155/19659",0.205243012563122,0.35012968815903,0.27540565407535,"DEFA3",1
"GO:0042582","GO:0042582","azurophil granule","1/29","155/19659",0.205243012563122,0.35012968815903,0.27540565407535,"DEFA3",1
"GO:0043197","GO:0043197","dendritic spine","1/29","164/19659",0.215817468859151,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0030426","GO:0030426","growth cone","1/29","165/19659",0.216983988141176,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0044309","GO:0044309","neuron spine","1/29","166/19659",0.218148831905612,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","1/29","166/19659",0.218148831905612,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0001726","GO:0001726","ruffle","1/29","167/19659",0.219312002473238,0.35012968815903,0.27540565407535,"TESC",1
"GO:0030427","GO:0030427","site of polarized growth","1/29","167/19659",0.219312002473238,0.35012968815903,0.27540565407535,"GPM6A",1
"GO:0031256","GO:0031256","leading edge membrane","1/29","167/19659",0.219312002473238,0.35012968815903,0.27540565407535,"TESC",1
"GO:0005775","GO:0005775","vacuolar lumen","1/29","171/19659",0.223947999082996,0.351366688216425,0.276378655855604,"DEFA3",1
"GO:0044450","GO:0044450","microtubule organizing center part","1/29","179/19659",0.233140380484084,0.359589400407655,0.282846491934303,"TOP2A",1
"GO:0030027","GO:0030027","lamellipodium","1/29","188/19659",0.243356153306554,0.369090165848274,0.290319621488521,"TESC",1
"GO:0000775","GO:0000775","chromosome, centromeric region","1/29","194/19659",0.250093535264105,0.373090355885797,0.293466098325439,"ERCC6L",1
"GO:0030658","GO:0030658","transport vesicle membrane","1/29","204/19659",0.261193985414861,0.383365365689554,0.301548234434814,"RAB26",1
"GO:0016323","GO:0016323","basolateral plasma membrane","1/29","213/19659",0.271048614664185,0.391514665626045,0.307958325767161,"TEK",1
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","1/29","226/19659",0.285059331008544,0.405318736277773,0.318816357049029,"RAB26",1
"GO:0044445","GO:0044445","cytosolic part","1/29","250/19659",0.310245181245164,0.43434325374323,0.34164651537929,"HBM",1
"GO:0150034","GO:0150034","distal axon","1/29","280/19659",0.340524685314454,0.469511308539626,0.369309068602597,"GPM6A",1
"GO:0030667","GO:0030667","secretory granule membrane","1/29","295/19659",0.355179085907029,0.471181096818176,0.370622493737836,"RAB26",1
"GO:0005788","GO:0005788","endoplasmic reticulum lumen","1/29","301/19659",0.360952375397341,0.471181096818176,0.370622493737836,"ARSH",1
"GO:0045121","GO:0045121","membrane raft","1/29","304/19659",0.363820272865085,0.471181096818176,0.370622493737836,"TEK",1
"GO:0098857","GO:0098857","membrane microdomain","1/29","305/19659",0.364773474212898,0.471181096818176,0.370622493737836,"TEK",1
"GO:0016324","GO:0016324","apical plasma membrane","1/29","308/19659",0.367624811803192,0.471181096818176,0.370622493737836,"TEK",1
"GO:0098589","GO:0098589","membrane region","1/29","316/19659",0.375168095416069,0.473497246636471,0.372444335121804,"TEK",1
"GO:0034774","GO:0034774","secretory granule lumen","1/29","321/19659",0.379838450598487,0.473497246636471,0.372444335121804,"DEFA3",1
"GO:0031253","GO:0031253","cell projection membrane","1/29","334/19659",0.391824178454776,0.473980537917082,0.372824483266184,"TESC",1
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","1/29","338/19659",0.395466879813461,0.473980537917082,0.372824483266184,"DEFA3",1
"GO:0031983","GO:0031983","vesicle lumen","1/29","339/19659",0.396374258338662,0.473980537917082,0.372824483266184,"DEFA3",1
"GO:0098687","GO:0098687","chromosomal region","1/29","346/19659",0.402689189606158,0.473980537917082,0.372824483266184,"ERCC6L",1
"GO:0098978","GO:0098978","glutamatergic synapse","1/29","350/19659",0.406269032500356,0.473980537917082,0.372824483266184,"GPM6A",1
"GO:0005667","GO:0005667","transcription factor complex","1/29","356/19659",0.411599984114893,0.474121500689307,0.372935362022821,"HELT",1
"GO:0033267","GO:0033267","axon part","1/29","373/19659",0.426454579075448,0.479103292541553,0.376853949020539,"GPM6A",1
"GO:0045177","GO:0045177","apical part of cell","1/29","373/19659",0.426454579075448,0.479103292541553,0.376853949020539,"TEK",1
"GO:0031252","GO:0031252","cell leading edge","1/29","390/19659",0.440946774156636,0.481992344686019,0.379126424969917,"TESC",1
"GO:0043235","GO:0043235","receptor complex","1/29","396/19659",0.445976745778013,0.481992344686019,0.379126424969917,"TEK",1
"GO:0005925","GO:0005925","focal adhesion","1/29","402/19659",0.450963008204345,0.481992344686019,0.379126424969917,"TEK",1
"GO:0005924","GO:0005924","cell-substrate adherens junction","1/29","405/19659",0.45343986307603,0.481992344686019,0.379126424969917,"TEK",1
"GO:0030055","GO:0030055","cell-substrate junction","1/29","409/19659",0.456725559414736,0.481992344686019,0.379126424969917,"TEK",1
"GO:0005874","GO:0005874","microtubule","1/29","414/19659",0.460805867996524,0.481992344686019,0.379126424969917,"NCKAP5",1
"GO:0005911","GO:0005911","cell-cell junction","1/29","442/19659",0.483114485907441,0.499584297927013,0.392963935905574,"TEK",1
"GO:0005743","GO:0005743","mitochondrial inner membrane","1/29","463/19659",0.499258373218569,0.51047766250438,0.401532458650061,"OTC",1
"GO:0015629","GO:0015629","actin cytoskeleton","1/29","483/19659",0.514180190379055,0.514180190379055,0.404444799835462,"TEK",1
"GO:0043025","GO:0043025","neuronal cell body","1/29","483/19659",0.514180190379055,0.514180190379055,0.404444799835462,"GPM6A",1
