"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046717","GO:0046717","acid secretion","2/23","112/18493",0.0084643932031371,0.202494329705818,0.176141623741395,"SSTR4/PLA2G2C",2
"GO:0019730","GO:0019730","antimicrobial humoral response","2/23","118/18493",0.00935753485755001,0.207870952907004,0.180818530706041,"DEFA3/S100A12",2
"GO:0051673","GO:0051673","membrane disruption in other organism","1/23","10/18493",0.0123707553555275,0.232617349249837,0.202344419553928,"DEFA3",1
"GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","1/23","10/18493",0.0123707553555275,0.232617349249837,0.202344419553928,"DCST1",1
"GO:0106072","GO:0106072","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/23","11/18493",0.0135997480854319,0.232617349249837,0.202344419553928,"SSTR4",1
"GO:0015697","GO:0015697","quaternary ammonium group transport","1/23","12/18493",0.0148272778870785,0.232617349249837,0.202344419553928,"SLC25A48",1
"GO:0001906","GO:0001906","cell killing","2/23","158/18493",0.0163152182935178,0.232617349249837,0.202344419553928,"DEFA3/S100A12",2
"GO:0015718","GO:0015718","monocarboxylic acid transport","2/23","158/18493",0.0163152182935178,0.232617349249837,0.202344419553928,"SSTR4/PLA2G2C",2
"GO:0035821","GO:0035821","modification of morphology or physiology of other organism","2/23","161/18493",0.0169045626553325,0.232617349249837,0.202344419553928,"DEFA3/S100A12",2
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission","1/23","14/18493",0.0172779553531142,0.232617349249837,0.202344419553928,"RAB26",1
"GO:0106070","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/23","14/18493",0.0172779553531142,0.232617349249837,0.202344419553928,"SSTR4",1
"GO:0030214","GO:0030214","hyaluronan catabolic process","1/23","16/18493",0.0197228010306846,0.232617349249837,0.202344419553928,"LYVE1",1
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","1/23","16/18493",0.0197228010306846,0.232617349249837,0.202344419553928,"SSTR4",1
"GO:0072488","GO:0072488","ammonium transmembrane transport","1/23","16/18493",0.0197228010306846,0.232617349249837,0.202344419553928,"SLC25A48",1
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","1/23","17/18493",0.0209430410900174,0.232617349249837,0.202344419553928,"PYCR1",1
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","1/23","17/18493",0.0209430410900174,0.232617349249837,0.202344419553928,"SSTR4",1
"GO:0032303","GO:0032303","regulation of icosanoid secretion","1/23","18/18493",0.0221618281681155,0.237666502078756,0.206736473292402,"SSTR4",1
"GO:0031348","GO:0031348","negative regulation of defense response","2/23","199/18493",0.0251305875835777,0.25853107160105,0.224885718062176,"IL22RA2/DCST1",2
"GO:0002227","GO:0002227","innate immune response in mucosa","1/23","24/18493",0.0294441303931666,0.25853107160105,0.224885718062176,"DEFA3",1
"GO:2000191","GO:2000191","regulation of fatty acid transport","1/23","24/18493",0.0294441303931666,0.25853107160105,0.224885718062176,"SSTR4",1
"GO:0043951","GO:0043951","negative regulation of cAMP-mediated signaling","1/23","25/18493",0.0306527927463504,0.25853107160105,0.224885718062176,"SSTR4",1
"GO:1901032","GO:1901032","negative regulation of response to reactive oxygen species","1/23","25/18493",0.0306527927463504,0.25853107160105,0.224885718062176,"PYCR1",1
"GO:1903206","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","1/23","25/18493",0.0306527927463504,0.25853107160105,0.224885718062176,"PYCR1",1
"GO:2001039","GO:2001039","negative regulation of cellular response to drug","1/23","25/18493",0.0306527927463504,0.25853107160105,0.224885718062176,"PYCR1",1
"GO:0007160","GO:0007160","cell-matrix adhesion","2/23","222/18493",0.0307577159139513,0.25853107160105,0.224885718062176,"ONECUT1/LYVE1",2
"GO:0060338","GO:0060338","regulation of type I interferon-mediated signaling pathway","1/23","28/18493",0.0342701474411613,0.258760212422528,0.225085038390894,"DCST1",1
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","2/23","240/18493",0.0354792889181267,0.258760212422528,0.225085038390894,"SSTR4/DEFA3",2
"GO:0042572","GO:0042572","retinol metabolic process","1/23","30/18493",0.0366745399513549,0.258760212422528,0.225085038390894,"AWAT2",1
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","1/23","30/18493",0.0366745399513549,0.258760212422528,0.225085038390894,"GPM6A",1
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/23","32/18493",0.0390732058603075,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0032892","GO:0032892","positive regulation of organic acid transport","1/23","33/18493",0.0402703954093683,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","2/23","259/18493",0.0407497197963779,0.258760212422528,0.225085038390894,"SSTR4/DEFA3",2
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","1/23","34/18493",0.0414661581886524,0.258760212422528,0.225085038390894,"RAB26",1
"GO:0048536","GO:0048536","spleen development","1/23","34/18493",0.0414661581886524,0.258760212422528,0.225085038390894,"ONECUT1",1
"GO:0002385","GO:0002385","mucosal immune response","1/23","35/18493",0.0426604958213337,0.258760212422528,0.225085038390894,"DEFA3",1
"GO:2001024","GO:2001024","negative regulation of response to drug","1/23","35/18493",0.0426604958213337,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:2001038","GO:2001038","regulation of cellular response to drug","1/23","35/18493",0.0426604958213337,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0030212","GO:0030212","hyaluronan metabolic process","1/23","36/18493",0.0438534099288268,0.258760212422528,0.225085038390894,"LYVE1",1
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide","1/23","36/18493",0.0438534099288268,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0002251","GO:0002251","organ or tissue specific immune response","1/23","37/18493",0.04504490213079,0.258760212422528,0.225085038390894,"DEFA3",1
"GO:0015695","GO:0015695","organic cation transport","1/23","37/18493",0.04504490213079,0.258760212422528,0.225085038390894,"SLC25A48",1
"GO:0007019","GO:0007019","microtubule depolymerization","1/23","41/18493",0.0497966842151135,0.258760212422528,0.225085038390894,"NCKAP5",1
"GO:0051489","GO:0051489","regulation of filopodium assembly","1/23","43/18493",0.0521640858063723,0.258760212422528,0.225085038390894,"GPM6A",1
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","1/23","44/18493",0.0533456698728465,0.258760212422528,0.225085038390894,"NECTIN4",1
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","1/23","44/18493",0.0533456698728465,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0031018","GO:0031018","endocrine pancreas development","1/23","45/18493",0.0545258449280215,0.258760212422528,0.225085038390894,"ONECUT1",1
"GO:0045824","GO:0045824","negative regulation of innate immune response","1/23","46/18493",0.055704612575824,0.258760212422528,0.225085038390894,"DCST1",1
"GO:0019731","GO:0019731","antibacterial humoral response","1/23","47/18493",0.056881974418441,0.258760212422528,0.225085038390894,"DEFA3",1
"GO:0051181","GO:0051181","cofactor transport","1/23","48/18493",0.058057932056323,0.258760212422528,0.225085038390894,"SLC25A48",1
"GO:1903793","GO:1903793","positive regulation of anion transport","1/23","48/18493",0.058057932056323,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0015849","GO:0015849","organic acid transport","2/23","316/18493",0.0581788643061767,0.258760212422528,0.225085038390894,"SSTR4/PLA2G2C",2
"GO:0046942","GO:0046942","carboxylic acid transport","2/23","316/18493",0.0581788643061767,0.258760212422528,0.225085038390894,"SSTR4/PLA2G2C",2
"GO:0042742","GO:0042742","defense response to bacterium","2/23","319/18493",0.0591584614925128,0.258760212422528,0.225085038390894,"DEFA3/S100A12",2
"GO:0035272","GO:0035272","exocrine system development","1/23","49/18493",0.0592324870881858,0.258760212422528,0.225085038390894,"RAB26",1
"GO:0061951","GO:0061951","establishment of protein localization to plasma membrane","1/23","50/18493",0.0604056411110102,0.258760212422528,0.225085038390894,"RAB26",1
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","1/23","51/18493",0.0615773957200459,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0043949","GO:0043949","regulation of cAMP-mediated signaling","1/23","54/18493",0.0650842789909789,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0031589","GO:0031589","cell-substrate adhesion","2/23","338/18493",0.0654961834965656,0.258760212422528,0.225085038390894,"ONECUT1/LYVE1",2
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","1/23","55/18493",0.066250451862784,0.258760212422528,0.225085038390894,"RAB26",1
"GO:1900408","GO:1900408","negative regulation of cellular response to oxidative stress","1/23","55/18493",0.066250451862784,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","1/23","55/18493",0.066250451862784,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","1/23","56/18493",0.067415233271134,0.258760212422528,0.225085038390894,"DCST1",1
"GO:0032890","GO:0032890","regulation of organic acid transport","1/23","56/18493",0.067415233271134,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0006898","GO:0006898","receptor-mediated endocytosis","2/23","346/18493",0.0682316611678368,0.258760212422528,0.225085038390894,"CD5L/TMPRSS4",2
"GO:0045576","GO:0045576","mast cell activation","1/23","57/18493",0.0685786248009252,0.258760212422528,0.225085038390894,"S100A12",1
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","1/23","57/18493",0.0685786248009252,0.258760212422528,0.225085038390894,"PYCR1",1
"GO:0006959","GO:0006959","humoral immune response","2/23","349/18493",0.0692673830271895,0.258760212422528,0.225085038390894,"DEFA3/S100A12",2
"GO:0030520","GO:0030520","intracellular estrogen receptor signaling pathway","1/23","58/18493",0.0697406280353348,0.258760212422528,0.225085038390894,"DEFA3",1
"GO:0032370","GO:0032370","positive regulation of lipid transport","1/23","59/18493",0.0709012445558227,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0046847","GO:0046847","filopodium assembly","1/23","59/18493",0.0709012445558227,0.258760212422528,0.225085038390894,"GPM6A",1
"GO:0003407","GO:0003407","neural retina development","1/23","60/18493",0.0720604759421309,0.258760212422528,0.225085038390894,"GPM6A",1
"GO:0018149","GO:0018149","peptide cross-linking","1/23","60/18493",0.0720604759421309,0.258760212422528,0.225085038390894,"PRR9",1
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","1/23","60/18493",0.0720604759421309,0.258760212422528,0.225085038390894,"DCST1",1
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","1/23","60/18493",0.0720604759421309,0.258760212422528,0.225085038390894,"SSTR4",1
"GO:0006869","GO:0006869","lipid transport","2/23","359/18493",0.072758012015689,0.258760212422528,0.225085038390894,"SSTR4/PLA2G2C",2
"GO:0006968","GO:0006968","cellular defense response","1/23","61/18493",0.0732183237722908,0.258760212422528,0.225085038390894,"CD5L",1
"GO:0006027","GO:0006027","glycosaminoglycan catabolic process","1/23","62/18493",0.0743747896226182,0.259893927782407,0.226071211508136,"LYVE1",1
"GO:0002548","GO:0002548","monocyte chemotaxis","1/23","64/18493",0.0766835816804954,0.262072460468506,0.227966228940281,"S100A12",1
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","1/23","64/18493",0.0766835816804954,0.262072460468506,0.227966228940281,"SSTR4",1
"GO:0006026","GO:0006026","aminoglycan catabolic process","1/23","66/18493",0.0789868646921222,0.267009944774457,0.232261146749147,"LYVE1",1
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","1/23","68/18493",0.0812846512065747,0.268931133247284,0.233932310863266,"PYCR1",1
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","1/23","68/18493",0.0812846512065747,0.268931133247284,0.233932310863266,"PYCR1",1
"GO:0048545","GO:0048545","response to steroid hormone","2/23","390/18493",0.0839357117502113,0.271657620600716,0.236303971888252,"SSTR4/DEFA3",2
"GO:0010876","GO:0010876","lipid localization","2/23","393/18493",0.0850447226586644,0.271657620600716,0.236303971888252,"SSTR4/PLA2G2C",2
"GO:0007492","GO:0007492","endoderm development","1/23","74/18493",0.088145156849569,0.271657620600716,0.236303971888252,"ONECUT1",1
"GO:0032482","GO:0032482","Rab protein signal transduction","1/23","75/18493",0.0892837996310694,0.271657620600716,0.236303971888252,"RAB26",1
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","1/23","75/18493",0.0892837996310694,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0034308","GO:0034308","primary alcohol metabolic process","1/23","76/18493",0.0904210823223761,0.271657620600716,0.236303971888252,"AWAT2",1
"GO:0031016","GO:0031016","pancreas development","1/23","77/18493",0.0915570064743327,0.271657620600716,0.236303971888252,"ONECUT1",1
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","1/23","78/18493",0.0926915736360987,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/23","79/18493",0.0938247853551526,0.271657620600716,0.236303971888252,"ONECUT1",1
"GO:1905954","GO:1905954","positive regulation of lipid localization","1/23","79/18493",0.0938247853551526,0.271657620600716,0.236303971888252,"SSTR4",1
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","1/23","80/18493",0.0949566431772898,0.271657620600716,0.236303971888252,"IL22RA2",1
"GO:1903845","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","1/23","81/18493",0.0960871486466276,0.271657620600716,0.236303971888252,"ONECUT1",1
"GO:0050727","GO:0050727","regulation of inflammatory response","2/23","425/18493",0.0971527247337996,0.271657620600716,0.236303971888252,"S100A12/IL22RA2",2
"GO:0050911","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","2/23","427/18493",0.0979256878685009,0.271657620600716,0.236303971888252,"OR6K3/OR2W3",2
"GO:0007260","GO:0007260","tyrosine phosphorylation of STAT protein","1/23","83/18493",0.0983441086949922,0.271657620600716,0.236303971888252,"IL22RA2",1
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","1/23","85/18493",0.100595677819671,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0071674","GO:0071674","mononuclear cell migration","1/23","85/18493",0.100595677819671,0.271657620600716,0.236303971888252,"S100A12",1
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","1/23","85/18493",0.100595677819671,0.271657620600716,0.236303971888252,"RAB26",1
"GO:0001523","GO:0001523","retinoid metabolic process","1/23","86/18493",0.101719444628132,0.271657620600716,0.236303971888252,"AWAT2",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/23","87/18493",0.102841868313336,0.271657620600716,0.236303971888252,"DEFA3",1
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","1/23","87/18493",0.102841868313336,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0001578","GO:0001578","microtubule bundle formation","1/23","89/18493",0.10508269244196,0.271657620600716,0.236303971888252,"NCKAP5",1
"GO:0060337","GO:0060337","type I interferon signaling pathway","1/23","89/18493",0.10508269244196,0.271657620600716,0.236303971888252,"DCST1",1
"GO:0071357","GO:0071357","cellular response to type I interferon","1/23","89/18493",0.10508269244196,0.271657620600716,0.236303971888252,"DCST1",1
"GO:0044070","GO:0044070","regulation of anion transport","1/23","91/18493",0.107318162444872,0.271657620600716,0.236303971888252,"SSTR4",1
"GO:1901570","GO:1901570","fatty acid derivative biosynthetic process","1/23","91/18493",0.107318162444872,0.271657620600716,0.236303971888252,"AWAT2",1
"GO:0007608","GO:0007608","sensory perception of smell","2/23","453/18493",0.108135992780342,0.271657620600716,0.236303971888252,"OR6K3/OR2W3",2
"GO:0016101","GO:0016101","diterpenoid metabolic process","1/23","92/18493",0.108433893466705,0.271657620600716,0.236303971888252,"AWAT2",1
"GO:0036473","GO:0036473","cell death in response to oxidative stress","1/23","93/18493",0.109548290534814,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0034340","GO:0034340","response to type I interferon","1/23","94/18493",0.110661355171645,0.271657620600716,0.236303971888252,"DCST1",1
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/23","94/18493",0.110661355171645,0.271657620600716,0.236303971888252,"DEFA3",1
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","1/23","94/18493",0.110661355171645,0.271657620600716,0.236303971888252,"PYCR1",1
"GO:0015711","GO:0015711","organic anion transport","2/23","460/18493",0.110934140888395,0.271657620600716,0.236303971888252,"SSTR4/PLA2G2C",2
"GO:1902882","GO:1902882","regulation of response to oxidative stress","1/23","96/18493",0.112883493232993,0.274271612464538,0.238577777638809,"PYCR1",1
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","1/23","97/18493",0.113992569694136,0.274819295929272,0.239054185323483,"RAB26",1
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","1/23","100/18493",0.117311846984552,0.278994394133818,0.242685934311698,"GPM6A",1
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","2/23","477/18493",0.117811367125647,0.278994394133818,0.242685934311698,"OR6K3/OR2W3",2
"GO:0030593","GO:0030593","neutrophil chemotaxis","1/23","101/18493",0.118415627092167,0.278994394133818,0.242685934311698,"S100A12",1
"GO:2001023","GO:2001023","regulation of response to drug","1/23","102/18493",0.119518086888648,0.279474624228343,0.243103667039039,"PYCR1",1
"GO:0007218","GO:0007218","neuropeptide signaling pathway","1/23","103/18493",0.12061922788161,0.279944625904333,0.243512502478976,"SSTR4",1
"GO:0006721","GO:0006721","terpenoid metabolic process","1/23","104/18493",0.121719051577027,0.2804046299293,0.24391264136683,"AWAT2",1
"GO:0051261","GO:0051261","protein depolymerization","1/23","105/18493",0.122817559479237,0.280854860279726,0.24430427853068,"NCKAP5",1
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","1/23","106/18493",0.123914753090939,0.281295534388919,0.244687603106963,"NCKAP5",1
"GO:0015696","GO:0015696","ammonium transport","1/23","109/18493",0.127198463185499,0.286657406164421,0.249351678403304,"SLC25A48",1
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","1/23","110/18493",0.128290414629511,0.287038265825741,0.249682972811696,"LYVE1",1
"GO:1990266","GO:1990266","neutrophil migration","1/23","112/18493",0.13047039860599,0.28983067118902,0.25211197324616,"S100A12",1
"GO:0034754","GO:0034754","cellular hormone metabolic process","1/23","115/18493",0.133730599661262,0.29350099709283,0.255304641234921,"AWAT2",1
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","1/23","117/18493",0.135897567785748,0.29350099709283,0.255304641234921,"ONECUT1",1
"GO:0006805","GO:0006805","xenobiotic metabolic process","1/23","117/18493",0.135897567785748,0.29350099709283,0.255304641234921,"S100A12",1
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","1/23","117/18493",0.135897567785748,0.29350099709283,0.255304641234921,"ONECUT1",1
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","1/23","119/18493",0.138059350368171,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0071621","GO:0071621","granulocyte chemotaxis","1/23","120/18493",0.139138300784059,0.293722372547716,0.255497206785456,"S100A12",1
"GO:0046718","GO:0046718","viral entry into host cell","1/23","121/18493",0.140215959254748,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:0032368","GO:0032368","regulation of lipid transport","1/23","122/18493",0.141292327256987,0.293722372547716,0.255497206785456,"SSTR4",1
"GO:0006720","GO:0006720","isoprenoid metabolic process","1/23","123/18493",0.142367406265919,0.293722372547716,0.255497206785456,"AWAT2",1
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/23","123/18493",0.142367406265919,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0006639","GO:0006639","acylglycerol metabolic process","1/23","124/18493",0.14344119775508,0.293722372547716,0.255497206785456,"AWAT2",1
"GO:0006638","GO:0006638","neutral lipid metabolic process","1/23","125/18493",0.144513703196401,0.293722372547716,0.255497206785456,"AWAT2",1
"GO:0030183","GO:0030183","B cell differentiation","1/23","125/18493",0.144513703196401,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0035270","GO:0035270","endocrine system development","1/23","128/18493",0.147723517928616,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0046425","GO:0046425","regulation of JAK-STAT cascade","1/23","129/18493",0.148790893865869,0.293722372547716,0.255497206785456,"IL22RA2",1
"GO:0050777","GO:0050777","negative regulation of immune response","1/23","131/18493",0.15092181106615,0.293722372547716,0.255497206785456,"DCST1",1
"GO:0030260","GO:0030260","entry into host cell","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:0044409","GO:0044409","entry into host","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:0050729","GO:0050729","positive regulation of inflammatory response","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"S100A12",1
"GO:0051806","GO:0051806","entry into cell of other organism involved in symbiotic interaction","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:0051828","GO:0051828","entry into other organism involved in symbiotic interaction","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:1904892","GO:1904892","regulation of STAT cascade","1/23","133/18493",0.15304762510844,0.293722372547716,0.255497206785456,"IL22RA2",1
"GO:0097530","GO:0097530","granulocyte migration","1/23","134/18493",0.154108622092237,0.293722372547716,0.255497206785456,"S100A12",1
"GO:0001889","GO:0001889","liver development","1/23","137/18493",0.157283990361228,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/23","139/18493",0.159394564829355,0.293722372547716,0.255497206785456,"SSTR4",1
"GO:0034332","GO:0034332","adherens junction organization","1/23","139/18493",0.159394564829355,0.293722372547716,0.255497206785456,"NECTIN4",1
"GO:0050728","GO:0050728","negative regulation of inflammatory response","1/23","139/18493",0.159394564829355,0.293722372547716,0.255497206785456,"IL22RA2",1
"GO:0061008","GO:0061008","hepaticobiliary system development","1/23","140/18493",0.160447955098992,0.293722372547716,0.255497206785456,"ONECUT1",1
"GO:0042542","GO:0042542","response to hydrogen peroxide","1/23","141/18493",0.161500082654853,0.293722372547716,0.255497206785456,"PYCR1",1
"GO:0060041","GO:0060041","retina development in camera-type eye","1/23","141/18493",0.161500082654853,0.293722372547716,0.255497206785456,"GPM6A",1
"GO:0071236","GO:0071236","cellular response to antibiotic","1/23","141/18493",0.161500082654853,0.293722372547716,0.255497206785456,"PYCR1",1
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","1/23","142/18493",0.162550948941849,0.293914797214622,0.255664589216984,"DEFA3",1
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","1/23","145/18493",0.165695994615128,0.297869678180952,0.25910478014048,"SSTR4",1
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/23","146/18493",0.166741830244289,0.298027064402149,0.25924168404587,"S100A12",1
"GO:0007259","GO:0007259","JAK-STAT cascade","1/23","147/18493",0.167786411805546,0.298180423265856,0.259375084715942,"IL22RA2",1
"GO:0001764","GO:0001764","neuron migration","1/23","149/18493",0.169871818464726,0.298475342048191,0.25963162263119,"GPM6A",1
"GO:0051384","GO:0051384","response to glucocorticoid","1/23","149/18493",0.169871818464726,0.298475342048191,0.25963162263119,"SSTR4",1
"GO:0097696","GO:0097696","STAT cascade","1/23","151/18493",0.171952226057785,0.300433383730175,0.261334843860738,"IL22RA2",1
"GO:1905952","GO:1905952","regulation of lipid localization","1/23","152/18493",0.172990558780535,0.300559015534896,0.261444125884137,"SSTR4",1
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","1/23","155/18493",0.176098089781124,0.304258366232942,0.264662041366952,"DCST1",1
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","1/23","157/18493",0.178163568716906,0.30612635287822,0.26628692736403,"LYVE1",1
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","1/23","160/18493",0.181252502937365,0.308030209909948,0.267943015558831,"ONECUT1",1
"GO:1901568","GO:1901568","fatty acid derivative metabolic process","1/23","160/18493",0.181252502937365,0.308030209909948,0.267943015558831,"AWAT2",1
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","1/23","162/18493",0.183305619491687,0.309826345988667,0.269505401655398,"PYCR1",1
"GO:0007416","GO:0007416","synapse assembly","1/23","165/18493",0.186376063193252,0.310040487684195,0.269691674851373,"GPM6A",1
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","1/23","165/18493",0.186376063193252,0.310040487684195,0.269691674851373,"DCST1",1
"GO:0031960","GO:0031960","response to corticosteroid","1/23","166/18493",0.187397088430406,0.310040487684195,0.269691674851373,"SSTR4",1
"GO:0006022","GO:0006022","aminoglycan metabolic process","1/23","167/18493",0.188416888013868,0.310040487684195,0.269691674851373,"LYVE1",1
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","1/23","167/18493",0.188416888013868,0.310040487684195,0.269691674851373,"NECTIN4",1
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","1/23","171/18493",0.192483857877656,0.315065683157637,0.274062889055721,"S100A12",1
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","1/23","175/18493",0.196531329366225,0.320006510119874,0.278360714506034,"GPM6A",1
"GO:0060491","GO:0060491","regulation of cell projection assembly","1/23","177/18493",0.198547781126224,0.321606041303415,0.279752081959646,"GPM6A",1
